"_id__$oid","bonusPointsEarned","bonusPointsEarnedReason","createDate__$date","dateScanned__$date","finishedDate__$date","modifyDate__$date","pointsAwardedDate__$date","pointsEarned","purchaseDate__$date","purchasedItemCount","rewardsReceiptItemList__deleted","rewardsReceiptItemList__brandCode","rewardsReceiptItemList__competitorRewardsGroup","rewardsReceiptItemList__barcode","rewardsReceiptItemList__competitiveProduct","rewardsReceiptItemList__description","rewardsReceiptItemList__discountedItemPrice","rewardsReceiptItemList__finalPrice","rewardsReceiptItemList__itemNumber","rewardsReceiptItemList__itemPrice","rewardsReceiptItemList__metabriteCampaignId","rewardsReceiptItemList__originalReceiptItemText","rewardsReceiptItemList__needsFetchReview","rewardsReceiptItemList__originalFinalPrice","rewardsReceiptItemList__originalMetaBriteBarcode","rewardsReceiptItemList__originalMetaBriteItemPrice","rewardsReceiptItemList__originalMetaBriteDescription","rewardsReceiptItemList__needsFetchReviewReason","rewardsReceiptItemList__originalMetaBriteQuantityPurchased","rewardsReceiptItemList__partnerItemId","rewardsReceiptItemList__priceAfterCoupon","rewardsReceiptItemList__pointsEarned","rewardsReceiptItemList__pointsNotAwardedReason","rewardsReceiptItemList__pointsPayerId","rewardsReceiptItemList__preventTargetGapPoints","rewardsReceiptItemList__quantityPurchased","rewardsReceiptItemList__rewardsGroup","rewardsReceiptItemList__rewardsProductPartnerId","rewardsReceiptItemList__targetPrice","rewardsReceiptItemList__userFlaggedBarcode","rewardsReceiptItemList__userFlaggedDescription","rewardsReceiptItemList__userFlaggedNewItem","rewardsReceiptItemList__userFlaggedPrice","rewardsReceiptItemList__userFlaggedQuantity","rewardsReceiptStatus","totalSpent","userId"
"5ff1e1ed0a7214ada100056e","5","All-receipts receipt bonus","1609687533000","1609687533000","1609687534000","1609687538000","1609687534000","5.0","1609632000000","5","","","","4011","","ITEM NOT FOUND","","20.00","","20.00","","","False","","","","","","","1","","","","","True","5","","","","4011","","True","20.00","5","FINISHED","20.00","5ff1e1eacfcf6c399c274ae6"
"5ff1e1eb0a7214ada100056b","250","Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687531000","1609687531000","1609687531000","1609687536000","1609687531000","250.0","1609632000000","3","","","","4011","","ITEM NOT FOUND","","20.00","","20.00","","","False","","","","","","","1","","","","","True","3","","","","4011","","True","20.00","3","FINISHED","20.00","5ff1e1eacfcf6c399c274ae6"
"5ff1e1c50a720f052300056c","100","Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687493000","1609687493000","1609687493000","1609687493000","1609687493000","100.0","1609601093000","1","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"5ff1e1a10a720f0523000568","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687457000","1609687457000","1609688360000","1609688360000","1609687459000","750.0","1609545600000","5","","","","013562300631","","Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz","50.00","50.00","013562300631","50.00","","","True","","","","","POINTS_GREATER_THAN_THRESHOLD","1","1","","","Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","","5","ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE","5332f5f3e4b03c9a25efd0ae","","","","","","","FINISHED","50.00","5ff1e194b6a9d73a3a9f1052"
"5ff1e1b60a7214ada100055c","150","Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687478000","1609687478000","","1609687478000","","8850.0","1612365878000","10","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","1","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","2","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","3","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","4","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","5","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","6","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","7","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","8","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","9","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","29","","29","","","","","","","","","","10","","870.0","","5332f709e4b03c9a25efd0f1","","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","","","","","","","",""
"5f9c74f70a7214ad07000037","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1604089079000","1604089079000","","1609687494000","1604089080000","750.0","1604002679000","11","","","","075925306254","True","","","1","","1","","","","","","","","","","1","","","","","","1","KRAFT NATURAL CHEESE - SHREDDED","559c2234e4b06aca36af13c6","","","","","","","REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","3","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","4","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","5","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","6","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","7","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","8","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","9","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","10","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","11","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"5ff1e1b20a7214ada100055a","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687474000","1609687474000","1609687475000","1609687475000","1609687475000","300.0","1612365875000","1","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"5ff1e1e90a7214ada1000569","","","1609687529000","1609687529000","","1609687529000","","","","0","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","1","","","","","True","","","","","4011","","True","25.00","3","FLAGGED","0.00","5ff1e1e9b6a9d73a3a9f10f6"
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","27.00","3","","",""
"5ff1e1df0a7214ada1000564","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687519000","1609687519000","1609687520000","1609687525000","1609687519000","750.0","1609601119000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","False","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","11.00","5ff1e1dfcfcf6c399c274ab3"
"","","","","","","","","","","","","","","028400642255","","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ","","10.00","","10.00","","","False","","","","","","","2","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","True","1","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba","800","028400642255","","True","10.00","1","","",""
"5ff1e1b40a7214ada100055b","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687476000","1609687476000","","1609687477000","1609687476000","750.0","1609601076000","1","","","","075925306254","True","","","1","","1","","","","","","","","","","1","","","","","","1","SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628","","","","","","","FLAGGED","1.00","5ff1e1b4cfcf6c399c274a54"
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","3","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","4","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","5","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","6","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","7","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","8","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","9","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","10","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"","","","","","","","","","","","","","","","","","","","","","","","True","","","","","USER_FLAGGED","","11","","","","","True","","","","","034100573065","MILLER LITE 24 PACK 12OZ CAN","True","29.00","1","","",""
"5ff1e1eb0a720f0523000576","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687531000","1609687531000","1609687532000","1609687536000","1609687532000","300.0","1609632000000","2","","","","4011","","ITEM NOT FOUND","","26.00","","26.00","","","False","","","","","","","1","","","","","True","2","","","","4011","","True","26.00","2","FINISHED","26.00","5ff1e1eacfcf6c399c274ae6"
"5ff1e1c80a720f052300056d","5","All-receipts receipt bonus","1609687496000","1609687496000","1609687502000","1609687502000","1609687496000","5.0","1609601096000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5f9c74f90a7214ad07000038","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1604089081000","1604089081000","1609688395000","1609688395000","1609688395000","389.2","1604002681000","6","","","","075925306254","True","","","1","","1","","","False","","","","","","","1","","","","","","1","SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628","","","","","","","FINISHED","14.00","5f9c74e3f1937815bd2c1d73"
"","","","","","","","","","","","","","","075925306254","True","","","10.00","","10.00","","","False","10.00","075925306254","10.00","","","2","2","","","","","True","2","SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628","","075925306254","","True","10.00","2","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","1.00","","1.00","","","False","1.00","034100573065","1.00","MILLER LITE 24 PACK 12OZ CAN","","1","3","","30.0","","5332f709e4b03c9a25efd0f1","True","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","034100573065","","True","1.00","1","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","1.00","","1.00","","","False","1.00","034100573065","1.00","MILLER LITE 24 PACK 12OZ CAN","","1","4","","30.0","","5332f709e4b03c9a25efd0f1","True","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","034100573065","","True","1.00","1","","",""
"","","","","","","","","","","","","","","034100573065","","MILLER LITE 24 PACK 12OZ CAN","","1.00","","1.00","","","False","","","","","","","5","","30.0","","5332f709e4b03c9a25efd0f1","True","1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","77","034100573065","","True","1.00","1","","",""
"5ff1e1960a720f0523000567","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687446000","1609687446000","1609687450000","1609687450000","1609687450000","750.0","1609601046000","1","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e196cfcf6c399c274a38"
"5ff1e1ec0a7214ada100056c","150","Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609687532000","1609687532000","1609687532000","1609687537000","1609687532000","150.0","1609632000000","2","","","","4011","","ITEM NOT FOUND","","21.00","","21.00","","","False","","","","","","","1","","","","","True","2","","","","4011","","True","21.00","2","FINISHED","21.00","5ff1e1eacfcf6c399c274ae6"
"5ff1e1d70a720f0523000571","40","COMPLETE_PARTNER_RECEIPT","1609687511000","1609687511000","1609687512000","1609687512000","1609687512000","185.0","1609601111000","2","","","","041000168468","","KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ","","1","","1","","","","","","","","","","1","","10.0","","5332f5f6e4b03c9a25efd0b4","","1","KNORR SIDES","5332f5f6e4b03c9a25efd0b4","800","","","","","","FINISHED","2.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","2700719497082","","NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ","","1","","1","","","","","","","","","","2","","10.0","","5332f5f6e4b03c9a25efd0b4","","1","NEXXUS HAIR CARE","5332f5f6e4b03c9a25efd0b4","800","","","","","","","",""
"5ff1e1c60a7214ada100055e","5","All-receipts receipt bonus","1609687494000","1609687494000","1609687499000","1609687499000","1609687494000","5.0","1609601094000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5ff1e1ee0a7214ada1000570","5","All-receipts receipt bonus","1609687534000","1609687534000","1609687535000","1609687540000","1609687535000","5.0","1609632000000","5","","","","4011","","ITEM NOT FOUND","","27.00","","27.00","","","False","","","","","","","1","","","","","True","5","","","","4011","","True","27.00","5","FINISHED","27.00","5ff1e1eacfcf6c399c274ae6"
"5ff1e1cf0a720f0523000570","5","All-receipts receipt bonus","1609687503000","1609687503000","1609687509000","1609687509000","1609687503000","5.0","1609601103000","2","","","","4011","","ITEM NOT FOUND","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","1234","","","","","","","","","True","","","","","USER_FLAGGED","","2","","","","","True","","","","","1234","","True","","","","",""
"5ff1e1e10a720f0523000572","25","COMPLETE_NONPARTNER_RECEIPT","1609687521000","1609687521000","1609687521000","1609687526000","1609687521000","35.0","1609601121000","1","","","","079400066619","True","SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612","","1","","1","","","False","","080878042197","","","","","1","","10.0","","5332f5f6e4b03c9a25efd0b4","True","1","SUAVE HAIR CARE","5332f5f6e4b03c9a25efd0b4","800","079400066619","","","","","FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"5ff1e1d40a7214ada1000562","","","1609687508000","1609687508000","","1609687508000","","","1509321600000","3","True","","","","","DELETED ITEM","","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","REJECTED","3.00","5ff1e194b6a9d73a3a9f1052"
"","","","","","","","","","","","","","","051500720011","","JIF CRMY PNT BTR JAR 40 OZ","","2","","2","","","","","","","","","","2","","","","","","2","","","","","","","","","","",""
"5ff1e1ee0a720f0523000578","5","All-receipts receipt bonus","1609687534000","1609687534000","1609687534000","1609687539000","1609687534000","5.0","1609632000000","4","","","","4011","","ITEM NOT FOUND","","27.00","","27.00","","","False","","","","","","","1","","","","","True","4","","","","4011","","True","27.00","4","FINISHED","27.00","5ff1e1eacfcf6c399c274ae6"
"5ff371030a7214ada10005a5","300","Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1609789699000","1609789699000","1609789700000","1609789700000","1609789700000","650.0","1608422400000","10","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","1","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","FINISHED","10.00","5ff370c562fde912123a5e0e"
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","2","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","3","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","4","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","5","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","6","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","7","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","8","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
"","","","","","","","","","","","","","","087684001127","","CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct","","1","","1","","","","","","","","","","9","","5.0","","559c2234e4b06aca36af13c6","","1","CAPRI SUN ROARIN' WATERS BEVERAGE DRINK","559c2234e4b06aca36af13c6","800","","","","","","","",""
